"IDX","GSVD","GESV","RESV","GEEV","REEV"
 100, 1.66632244955745223e+00, 1.66632244955745201e+00,-1.33254283997675656e-16, 2.77663050589804650e+00,-1.98342755435977823e-13
 101, 1.65664501872565761e+00, 1.65664501872565761e+00, 0.00000000000000000e+00, 2.74447271806766979e+00,-1.57530373252150143e-13
 102, 1.64927417118425201e+00, 1.64927417118425224e+00, 1.34631711818777488e-16, 2.72010529173472859e+00,-1.42057557911922471e-13
 103, 1.64616859008833161e+00, 1.64616859008833138e+00,-1.34885701417202133e-16, 2.70987102699288140e+00,-9.67074496326278444e-14
 104, 1.63916966507829320e+00, 1.63916966507829298e+00,-1.35461636251318489e-16, 2.68687719091266564e+00,-4.06189785791581740e-14
 105, 1.63528071889236970e+00, 1.63528071889236992e+00, 1.35783784618600250e-16, 2.67414302958080263e+00,-6.40990295326027302e-14
 106, 1.62572146543922247e+00, 1.62572146543922202e+00,-2.73164388421286348e-16, 2.64297028318986182e+00, 1.66659620767772115e-15
 107, 1.61916193655651774e+00, 1.61916193655651730e+00,-2.74271028625160271e-16, 2.62168537679368319e+00, 4.39397454897186084e-14
 108, 1.61851160112924686e+00, 1.61851160112924708e+00, 1.37190616842109278e-16, 2.61957980299009385e+00, 2.58773791390252228e-14
 109, 1.60760986067737410e+00, 1.60760986067737455e+00, 2.76241904651507614e-16, 2.58440946414705852e+00,-1.30885113959039878e-14
 110, 1.60505402632892813e+00, 1.60505402632892769e+00,-2.76681783021211645e-16, 2.57619842743471583e+00, 2.39083862994452270e-15
 111, 1.59707554445348987e+00, 1.59707554445349031e+00, 2.78063997280746921e-16, 2.55065029469072702e+00,-1.34099757024544509e-13
 112, 1.58255085370244553e+00, 1.58255085370244553e+00, 0.00000000000000000e+00, 2.50446720455435967e+00, 4.09873485086035932e-15
 113, 1.57292363459492868e+00, 1.57292363459492801e+00,-4.23500416755223974e-16, 2.47408876026699875e+00,-6.50652833486344229e-14
 114, 1.57138365206689135e+00, 1.57138365206689068e+00,-4.23915454318814340e-16, 2.46924658198307245e+00,-1.73830175066865372e-15
 115, 1.56890785470764027e+00, 1.56890785470764049e+00, 1.41528136441389948e-16, 2.46147185656279532e+00,-1.08623673985191246e-13
 116, 1.55994223256478670e+00, 1.55994223256478581e+00,-5.69366224696553225e-16, 2.43341976893894607e+00,-5.44520394862016622e-14
 117, 1.55472618360319470e+00, 1.55472618360319448e+00,-1.42819106841325756e-16, 2.41717350598198966e+00, 1.31347482869399522e-13
 118, 1.54788561087392429e+00, 1.54788561087392362e+00,-4.30350802472412613e-16, 2.39594986435066115e+00, 2.49145377177461298e-14
 119, 1.54265513377644337e+00, 1.54265513377644314e+00,-1.43936645374175574e-16, 2.37978486176614723e+00,-1.40589766961400371e-13
 120, 1.53713730290066053e+00, 1.53713730290066075e+00, 1.44453331856576007e-16, 2.36279108796818971e+00,-1.11581946398351831e-13
 121, 1.53345569003964610e+00, 1.53345569003964588e+00,-1.44800144123688730e-16, 2.35148635331561762e+00, 1.38302944688091927e-13
 122, 1.52016761307470794e+00, 1.52016761307470816e+00, 1.46065869983850938e-16, 2.31090957184062651e+00,-1.35969708612247444e-13
 123, 1.51623162075678097e+00, 1.51623162075678097e+00, 0.00000000000000000e+00, 2.29895832778236953e+00,-7.94613806676182961e-14
 124, 1.50855683768040771e+00, 1.50855683768040794e+00, 1.47190082189049163e-16, 2.27574373251219964e+00,-2.46846679730542986e-14
 125, 1.50553556212170148e+00, 1.50553556212170081e+00,-4.42456379998313404e-16, 2.26663732881245039e+00,-1.44984112358998117e-13
 126, 1.49938133730366951e+00, 1.49938133730366929e+00,-1.48090815458816560e-16, 2.24814439465302796e+00,-3.36370643682391293e-13
 127, 1.49670666596480850e+00, 1.49670666596480828e+00,-1.48355459339052719e-16, 2.24013084394355788e+00, 1.45131915422750060e-14
 128, 1.49344356235953613e+00, 1.49344356235953657e+00, 2.97359218013188794e-16, 2.23037367395301844e+00,-2.76242067296470933e-14
 129, 1.48783143088051095e+00, 1.48783143088051073e+00,-1.49240431621762066e-16, 2.21364236671601455e+00, 1.48881904803608223e-14
 130, 1.48393643357179839e+00, 1.48393643357179794e+00,-2.99264307960382672e-16, 2.20206733888066264e+00,-2.55615191230402258e-13
 131, 1.47673048660429163e+00, 1.47673048660429140e+00,-1.50362308450486357e-16, 2.18073293006569147e+00,-1.96370238072498258e-13
 132, 1.46562224673913799e+00, 1.46562224673913821e+00, 1.51501934020896728e-16, 2.14804857013681572e+00, 3.18978149112336639e-14
 133, 1.46173297728838136e+00, 1.46173297728838114e+00,-1.51905039001678571e-16, 2.13666329689220280e+00,-3.57625108275465478e-14
 134, 1.46093687225428237e+00, 1.46093687225428237e+00, 0.00000000000000000e+00, 2.13433654471205170e+00,-1.72578900013504719e-14
 135, 1.45267484791496959e+00, 1.45267484791496981e+00, 1.52852240295708897e-16, 2.11026421376498785e+00, 4.92399162215098488e-14
 136, 1.45115175701391053e+00, 1.45115175701391075e+00, 1.53012670006299570e-16, 2.10584142188324996e+00,-3.10957234231244569e-13
 137, 1.44695173627535634e+00, 1.44695173627535589e+00,-3.06913630024182094e-16, 2.09366932711040166e+00, 3.18341217356942839e-14
 138, 1.43749271784007249e+00, 1.43749271784007271e+00, 1.54466594626418669e-16, 2.06638531384317892e+00,-1.43575492934985633e-14
 139, 1.43482395127702800e+00, 1.43482395127702800e+00, 0.00000000000000000e+00, 2.05871977115728866e+00,-2.26975008909204803e-13
 140, 1.42941376050432933e+00, 1.42941376050432867e+00,-4.66018890527587287e-16, 2.04322369871969700e+00, 1.39197354739325787e-13
 141, 1.42780129603815542e+00, 1.42780129603815498e+00,-3.11030120985543027e-16, 2.03861654096819622e+00,-9.83807408319481665e-15
 142, 1.41831209142913162e+00, 1.41831209142913139e+00,-1.56555532641121917e-16, 2.01160918869424554e+00, 4.17928357883246545e-14
